 &SRS
 SRSRUN=236470,SRSDAT=2021124,SRSTIM=3125,
 SRSSTN='Bran',SRSPRJ='I06-1   ',SRSEXP='Emulator',
 SRSTLE='                                                            ',
 SRSCN1='        ',SRSCN2='        ',SRSCN3='        ',
<MetaDataAtStart>
command=scan fastEnergy 0.0 199.0 1.0 fesData 0 1
date='Wed Feb 24 15:01:25 2021'
beamenergy=3.00086344421
ringcurrent=301.657244813
iddgap=36.2785
iddtrp=22.4135
iddbrp=22.4135
idugap=100.0
idutrp=0.0
idubrp=0.0
pugap=155.004
pgmpitch=88.2676142796
pgmgratpitch=87.5559835937
cff=2.25
grating=400
pgmenergy=694.7942
denergy=694.794
uenergy=694.794
s1xgap=1.497
s1ygap=1.496
m1x=-5.0
m1pitch=-8509.0
m1qg=0.0267
m6x=3.0
m6yaw=-247.0
m6pitch=-10910.0
m6qg=0.0174
m7x=-1.4
m7pitch=6949.0
m7qg=6.6021
d9y=-16.000026
d10y=6.003
d11y=2.9
s6x=1.5147
s6xgap=1500.0
s6y=8.4885
s6ygap=20.068
iamp12_gain=10^7 V/A
magx=0.0
magy=0.0
magz=6.0
scmx=0.0
scmy=-4.0
scmth=3e-05
Tsample_mag=1.9
amp_scm_gain=5.0
amp_XABS_gain=6.0
amp_DDIFF_gain=5.0
m7y=-19.1
</MetaDataAtStart>
 &END
fastEnergy	pIndex	C1	C2	C3	C4	iddenergy	pgmenergy	C5	C6	idio	ifio	ifioft	ifiofb
698.281100	   16	  34044.000000000000	  22928.000000000000	   5353.000000000000	   2061.000000000000	    698.138000000000	    698.281100000000	   6421.000000000000	      0.000000000000	      1.484822051640	      0.233469993022	      0.089890090719	      0.280050593161
698.494800	   17	  34089.000000000000	  22955.000000000000	   5373.000000000000	   2058.000000000000	    698.369000000000	    698.494800000000	   6432.000000000000	      0.000000000000	      1.485035939882	      0.234066652146	      0.089653670224	      0.280200392071
698.743800	   18	  34068.000000000000	  22942.000000000000	   5358.000000000000	   1861.000000000000	    698.589000000000	    698.743800000000	   6428.000000000000	      0.000000000000	      1.484962078284	      0.233545462471	      0.081117600907	      0.280184813878
698.953200	   19	  34098.000000000000	  22958.000000000000	   5344.000000000000	   1815.000000000000	    698.816000000000	    698.953200000000	   6428.000000000000	      0.000000000000	      1.485233905392	      0.232772889625	      0.079057409182	      0.279989546128
699.188300	   20	  34088.000000000000	  22957.000000000000	   5353.000000000000	   1978.000000000000	    699.044000000000	    699.188300000000	   6436.000000000000	      0.000000000000	      1.484863004748	      0.233175066429	      0.086161083765	      0.280350219976
699.394400	   21	  34097.000000000000	  22964.000000000000	   5384.000000000000	   2097.000000000000	    699.277000000000	    699.394400000000	   6426.000000000000	      0.000000000000	      1.484802299251	      0.234453927887	      0.091316843755	      0.279829298032
699.626200	   22	  34102.000000000000	  22960.000000000000	   5374.000000000000	   1936.000000000000	    699.497000000000	    699.626200000000	   6464.000000000000	      0.000000000000	      1.485278745645	      0.234059233449	      0.084320557491	      0.281533101045
699.824000	   23	  34121.000000000000	  22969.000000000000	   5385.000000000000	   1802.000000000000	    699.709000000000	    699.824000000000	   6468.000000000000	      0.000000000000	      1.485523967086	      0.234446427794	      0.078453567852	      0.281596934999
700.046800	   24	  34157.000000000000	  22984.000000000000	   5381.000000000000	   1895.000000000000	    699.958000000000	    700.046800000000	   6475.000000000000	      0.000000000000	      1.486120779673	      0.234119387400	      0.082448659937	      0.281717716672
700.266800	   25	  34142.000000000000	  22973.000000000000	   5395.000000000000	   2091.000000000000	    700.164000000000	    700.266800000000	   6474.000000000000	      0.000000000000	      1.486179428024	      0.234840900187	      0.091019892918	      0.281809080225
700.463900	   26	  34179.000000000000	  22998.000000000000	   5400.000000000000	   2030.000000000000	    700.395000000000	    700.463900000000	   6495.000000000000	      0.000000000000	      1.486172710670	      0.234803026350	      0.088268545091	      0.282415862249
700.667700	   27	  34173.000000000000	  22997.000000000000	   5399.000000000000	   1828.000000000000	    700.615000000000	    700.667700000000	   6497.000000000000	      0.000000000000	      1.485976431708	      0.234769752576	      0.079488628952	      0.282515110667
700.857900	   28	  34175.000000000000	  22997.000000000000	   5405.000000000000	   1817.000000000000	    700.844000000000	    700.857900000000	   6512.000000000000	      0.000000000000	      1.486063399574	      0.235030656173	      0.079010305692	      0.283167369657
701.053300	   29	  34186.000000000000	  23006.000000000000	   5408.000000000000	   2019.000000000000	    701.068000000000	    701.053300000000	   6541.000000000000	      0.000000000000	      1.485960184300	      0.235069112405	      0.087759714857	      0.284317134661
701.248300	   30	  34225.000000000000	  23012.000000000000	   5415.000000000000	   2100.000000000000	    701.289000000000	    701.248300000000	   6569.000000000000	      0.000000000000	      1.487267512602	      0.235312011125	      0.091256735616	      0.285459760125
701.439800	   31	  34257.000000000000	  23026.000000000000	   5436.000000000000	   1909.000000000000	    701.523000000000	    701.439800000000	   6597.000000000000	      0.000000000000	      1.487752974898	      0.236080951967	      0.082906279858	      0.286502214888
701.621100	   32	  34269.000000000000	  23030.000000000000	   5432.000000000000	   1798.000000000000	    701.766000000000	    701.621100000000	   6601.000000000000	      0.000000000000	      1.488015631785	      0.235866261398	      0.078072079896	      0.286626139818
701.830800	   33	  34302.000000000000	  23038.000000000000	   5423.000000000000	   1937.000000000000	    701.981000000000	    701.830800000000	   6648.000000000000	      0.000000000000	      1.488931330845	      0.235393697370	      0.084078479035	      0.288566715861
702.011300	   34	  34321.000000000000	  23040.000000000000	   5456.000000000000	   2108.000000000000	    702.193000000000	    702.011300000000	   6681.000000000000	      0.000000000000	      1.489626736111	      0.236805555556	      0.091493055556	      0.289973958333
702.231500	   35	  34362.000000000000	  23048.000000000000	   5473.000000000000	   1987.000000000000	    702.418000000000	    702.231500000000	   6749.000000000000	      0.000000000000	      1.490888580354	      0.237460951059	      0.086211384936	      0.292823672336
702.423500	   36	  34389.000000000000	  23053.000000000000	   5475.000000000000	   1806.000000000000	    702.656000000000	    702.423500000000	   6800.000000000000	      0.000000000000	      1.491736433436	      0.237496204399	      0.078341213725	      0.294972454778
702.645500	   37	  34418.000000000000	  23046.000000000000	   5497.000000000000	   1863.000000000000	    702.873000000000	    702.645500000000	   6859.000000000000	      0.000000000000	      1.493447886835	      0.238522954092	      0.080838323353	      0.297622147010
702.858800	   38	  34465.000000000000	  23056.000000000000	   5506.000000000000	   2073.000000000000	    703.102000000000	    702.858800000000	   6915.000000000000	      0.000000000000	      1.494838653713	      0.238809854268	      0.089911519778	      0.299921929216
703.101700	   39	  34505.000000000000	  23055.000000000000	   5525.000000000000	   2073.000000000000	    703.322000000000	    703.101700000000	   6995.000000000000	      0.000000000000	      1.496638473216	      0.239644328779	      0.089915419649	      0.303404901323
703.323500	   40	  34559.000000000000	  23063.000000000000	   5533.000000000000	   1859.000000000000	    703.547000000000	    703.323500000000	   7103.000000000000	      0.000000000000	      1.498460737979	      0.239908077874	      0.080605298530	      0.307982482765
703.572900	   41	  34615.000000000000	  23056.000000000000	   5572.000000000000	   1801.000000000000	    703.772000000000	    703.572900000000	   7232.000000000000	      0.000000000000	      1.501344552394	      0.241672449688	      0.078114156836	      0.313671061763
703.796100	   42	  34707.000000000000	  23059.000000000000	   5562.000000000000	   1974.000000000000	    703.998000000000	    703.796100000000	   7391.000000000000	      0.000000000000	      1.505138991283	      0.241207337699	      0.085606487705	      0.320525608222
704.047800	   43	  34831.000000000000	  23074.000000000000	   5608.000000000000	   2114.000000000000	    704.221000000000	    704.047800000000	   7585.000000000000	      0.000000000000	      1.509534541042	      0.243044118922	      0.091618271648	      0.328724971830
704.270800	   44	  34950.000000000000	  23069.000000000000	   5644.000000000000	   1937.000000000000	    704.444000000000	    704.270800000000	   7783.000000000000	      0.000000000000	      1.515020156921	      0.244657332351	      0.083965494820	      0.337379166847
704.508400	   45	  35112.000000000000	  23071.000000000000	   5686.000000000000	   1801.000000000000	    704.676000000000	    704.508400000000	   8095.000000000000	      0.000000000000	      1.521910623727	      0.246456590525	      0.078063369598	      0.350873390837
704.721300	   46	  35358.000000000000	  23086.000000000000	   5765.000000000000	   1911.000000000000	    704.909000000000	    704.721300000000	   8480.000000000000	      0.000000000000	      1.531577579485	      0.249718444079	      0.082777440873	      0.367322186607
704.960200	   47	  35667.000000000000	  23081.000000000000	   5848.000000000000	   2086.000000000000	    705.130000000000	    704.960200000000	   8999.000000000000	      0.000000000000	      1.545296997530	      0.253368571552	      0.090377366665	      0.389887786491
705.160500	   48	  36153.000000000000	  23085.000000000000	   5964.000000000000	   2024.000000000000	    705.346000000000	    705.160500000000	   9676.000000000000	      0.000000000000	      1.566081871345	      0.258349577648	      0.087675980074	      0.419146632012
705.381600	   49	  37050.000000000000	  23092.000000000000	   6156.000000000000	   1822.000000000000	    705.571000000000	    705.381600000000	  10709.000000000000	      0.000000000000	      1.604451758185	      0.266585830591	      0.078901784168	      0.463753680928
705.591500	   50	  38696.000000000000	  23104.000000000000	   6443.000000000000	   1839.000000000000	    705.808000000000	    705.591500000000	  12373.000000000000	      0.000000000000	      1.674861495845	      0.278869459834	      0.079596606648	      0.535534972299
705.817500	   51	  41666.000000000000	  23109.000000000000	   7094.000000000000	   2045.000000000000	    706.033000000000	    705.817500000000	  15401.000000000000	      0.000000000000	      1.803020468216	      0.306979964516	      0.088493660479	      0.666450300749
706.002700	   52	  47819.000000000000	  23110.000000000000	   8219.000000000000	   2097.000000000000	    706.254000000000	    706.002700000000	  19804.000000000000	      0.000000000000	      2.069190826482	      0.355646906101	      0.090739939420	      0.856945045435
706.199400	   53	  56475.000000000000	  23108.000000000000	   9371.000000000000	   1891.000000000000	    706.487000000000	    706.199400000000	  24221.000000000000	      0.000000000000	      2.443958802146	      0.405530552190	      0.081833131383	      1.048165137615
706.363500	   54	  65026.000000000000	  23090.000000000000	  10277.000000000000	   1804.000000000000	    706.703000000000	    706.363500000000	  27685.000000000000	      0.000000000000	      2.816197488090	      0.445084452144	      0.078129060199	      1.199003897791
706.559400	   55	  72717.000000000000	  23088.000000000000	  10841.000000000000	   1959.000000000000	    706.934000000000	    706.559400000000	  29431.000000000000	      0.000000000000	      3.149558212058	      0.469551282051	      0.084849272349	      1.274731462231
706.758500	   56	  79016.000000000000	  23076.000000000000	  11175.000000000000	   2117.000000000000	    707.139000000000	    706.758500000000	  29646.000000000000	      0.000000000000	      3.424163633212	      0.484269370775	      0.091740336280	      1.284711388456
706.957200	   57	  84186.000000000000	  23075.000000000000	  11322.000000000000	   1987.000000000000	    707.374000000000	    706.957200000000	  29130.000000000000	      0.000000000000	      3.648364030336	      0.490660888407	      0.086110509209	      1.262405200433
707.157000	   58	  88403.000000000000	  23088.000000000000	  11370.000000000000	   1819.000000000000	    707.619000000000	    707.157000000000	  27933.000000000000	      0.000000000000	      3.828958766459	      0.492463617464	      0.078785516286	      1.209849272349
707.362700	   59	  90129.000000000000	  23083.000000000000	  11286.000000000000	   1883.000000000000	    707.844000000000	    707.362700000000	  26063.000000000000	      0.000000000000	      3.904561798726	      0.488931248105	      0.081575185201	      1.129099337175
707.563800	   60	  90556.000000000000	  23083.000000000000	  11113.000000000000	   2086.000000000000	    708.053000000000	    707.563800000000	  23888.000000000000	      0.000000000000	      3.923060260798	      0.481436555041	      0.090369536022	      1.034874149807
707.756200	   61	  90360.000000000000	  23080.000000000000	  10929.000000000000	   2062.000000000000	    708.278000000000	    707.756200000000	  21908.000000000000	      0.000000000000	      3.915077989601	      0.473526863085	      0.089341421144	      0.949220103986
707.981600	   62	  87052.000000000000	  23084.000000000000	  10767.000000000000	   1864.000000000000	    708.498000000000	    707.981600000000	  20493.000000000000	      0.000000000000	      3.771096863628	      0.466426962398	      0.080748570438	      0.887757754289
708.182500	   63	  83147.000000000000	  23077.000000000000	  10655.000000000000	   1826.000000000000	    708.772000000000	    708.182500000000	  19812.000000000000	      0.000000000000	      3.603024656584	      0.461715127616	      0.079126402912	      0.858517138276
708.423800	   64	  82072.000000000000	  23087.000000000000	  10621.000000000000	   2016.000000000000	    708.967000000000	    708.423800000000	  19642.000000000000	      0.000000000000	      3.554901026552	      0.460042448131	      0.087321869450	      0.850781825270
708.634900	   65	  83707.000000000000	  23086.000000000000	  10570.000000000000	   2110.000000000000	    709.187000000000	    708.634900000000	  19510.000000000000	      0.000000000000	      3.625877154986	      0.457853244391	      0.091397383696	      0.845100926969
708.870300	   66	  86894.000000000000	  23099.000000000000	  10532.000000000000	   1936.000000000000	    709.415000000000	    708.870300000000	  19318.000000000000	      0.000000000000	      3.761807870471	      0.455950474046	      0.083813152085	      0.836313260314
709.077000	   67	  89294.000000000000	  23098.000000000000	  10439.000000000000	   1812.000000000000	    709.638000000000	    709.077000000000	  18887.000000000000	      0.000000000000	      3.865875833405	      0.451943891246	      0.078448350507	      0.817689843276
709.307300	   68	  89361.000000000000	  23098.000000000000	  10218.000000000000	   1920.000000000000	    709.867000000000	    709.307300000000	  18167.000000000000	      0.000000000000	      3.868776517447	      0.442375963287	      0.083124080007	      0.786518313274
709.505900	   69	  86637.000000000000	  23097.000000000000	   9996.000000000000	   2095.000000000000	    710.077000000000	    709.505900000000	  17305.000000000000	      0.000000000000	      3.751006624237	      0.432783478374	      0.090704420488	      0.749231501927
709.731800	   70	  81137.000000000000	  23091.000000000000	   9705.000000000000	   2016.000000000000	    710.300000000000	    709.731800000000	  16229.000000000000	      0.000000000000	      3.513793252782	      0.420293620891	      0.087306742887	      0.702827941622
709.920100	   71	  74758.000000000000	  23092.000000000000	   9437.000000000000	   1830.000000000000	    710.584000000000	    709.920100000000	  15284.000000000000	      0.000000000000	      3.237398233154	      0.408669669149	      0.079248224493	      0.661874242162
710.128500	   72	  69392.000000000000	  23073.000000000000	   9192.000000000000	   1857.000000000000	    710.771000000000	    710.128500000000	  14408.000000000000	      0.000000000000	      3.007497941317	      0.398387725913	      0.080483682226	      0.624452823647
710.320700	   73	  65490.000000000000	  23075.000000000000	   9017.000000000000	   2034.000000000000	    710.986000000000	    710.320700000000	  13725.000000000000	      0.000000000000	      2.838136511376	      0.390769230769	      0.088147345612	      0.594799566631
710.524500	   74	  62524.000000000000	  23070.000000000000	   8900.000000000000	   2079.000000000000	    711.219000000000	    710.524500000000	  13264.000000000000	      0.000000000000	      2.710186389250	      0.385782401387	      0.090117035111	      0.574945817078
710.701200	   75	  60122.000000000000	  23057.000000000000	   8766.000000000000	   1906.000000000000	    711.428000000000	    710.701200000000	  12834.000000000000	      0.000000000000	      2.607537841003	      0.380188229171	      0.082664700525	      0.556620549074
710.892600	   76	  58129.000000000000	  23037.000000000000	   8684.000000000000	   1815.000000000000	    711.671000000000	    710.892600000000	  12545.000000000000	      0.000000000000	      2.523288622651	      0.376958805400	      0.078786300300	      0.544558753310
711.058400	   77	  56570.000000000000	  23035.000000000000	   8618.000000000000	   1943.000000000000	    711.923000000000	    711.058400000000	  12310.000000000000	      0.000000000000	      2.455828087693	      0.374126329499	      0.084349902323	      0.534404167571
711.251600	   78	  55285.000000000000	  23023.000000000000	   8555.000000000000	   2083.000000000000	    712.124000000000	    711.251600000000	  12097.000000000000	      0.000000000000	      2.401294357816	      0.371584936802	      0.090474742649	      0.525431090648
711.420700	   79	  54200.000000000000	  23024.000000000000	   8492.000000000000	   1978.000000000000	    712.343000000000	    711.420700000000	  11921.000000000000	      0.000000000000	      2.354065323141	      0.368832522585	      0.085910354413	      0.517764072272
711.604600	   80	  53222.000000000000	  23004.000000000000	   8397.000000000000	   1817.000000000000	    712.558000000000	    711.604600000000	  11763.000000000000	      0.000000000000	      2.313597635194	      0.365023474178	      0.078986263259	      0.511345852895
711.761800	   81	  52402.000000000000	  22993.000000000000	   8328.000000000000	   1868.000000000000	    712.830000000000	    711.761800000000	  11637.000000000000	      0.000000000000	      2.279041447397	      0.362197190449	      0.081242117166	      0.506110555386
711.941700	   82	  51654.000000000000	  22979.000000000000	   8301.000000000000	   2055.000000000000	    713.018000000000	    711.941700000000	  11493.000000000000	      0.000000000000	      2.247878497759	      0.361242873928	      0.089429479090	      0.500152312981
712.105800	   83	  50979.000000000000	  22967.000000000000	   8224.000000000000	   2057.000000000000	    713.268000000000	    712.105800000000	  11340.000000000000	      0.000000000000	      2.219662994732	      0.358078982888	      0.089563286454	      0.493751904907
712.304900	   84	  50309.000000000000	  22959.000000000000	   8145.000000000000	   1891.000000000000	    713.471000000000	    712.304900000000	  11207.000000000000	      0.000000000000	      2.191253974476	      0.354762838103	      0.082364214469	      0.488131016159
712.472900	   85	  49696.000000000000	  22953.000000000000	   8090.000000000000	   1822.000000000000	    713.712000000000	    712.472900000000	  11026.000000000000	      0.000000000000	      2.165120027883	      0.352459373502	      0.079379601795	      0.480372936000
712.661100	   86	  49088.000000000000	  22937.000000000000	   8035.000000000000	   1958.000000000000	    713.921000000000	    712.661100000000	  10920.000000000000	      0.000000000000	      2.140122945459	      0.350307363648	      0.085364258621	      0.476086672189
712.837700	   87	  48523.000000000000	  22927.000000000000	   7998.000000000000	   2076.000000000000	    714.133000000000	    712.837700000000	  10786.000000000000	      0.000000000000	      2.116412962882	      0.348846338378	      0.090548261875	      0.470449688141
713.047200	   88	  48028.000000000000	  22920.000000000000	   7954.000000000000	   1956.000000000000	    714.368000000000	    713.047200000000	  10644.000000000000	      0.000000000000	      2.095462478185	      0.347033158813	      0.085340314136	      0.464397905759
713.249500	   89	  47546.000000000000	  22923.000000000000	   7926.000000000000	   1818.000000000000	    714.624000000000	    713.249500000000	  10569.000000000000	      0.000000000000	      2.074161322689	      0.345766260961	      0.079308990970	      0.461065305588
713.455600	   90	  47075.000000000000	  22911.000000000000	   7891.000000000000	   1884.000000000000	    714.829000000000	    713.455600000000	  10480.000000000000	      0.000000000000	      2.054689886954	      0.344419711056	      0.082231242635	      0.457422198944
713.663400	   91	  46634.000000000000	  22899.000000000000	   7874.000000000000	   2062.000000000000	    715.064000000000	    713.663400000000	  10360.000000000000	      0.000000000000	      2.036508144460	      0.343857810385	      0.090047600332	      0.452421503122
713.878200	   92	  46219.000000000000	  22887.000000000000	   7807.000000000000	   2046.000000000000	    715.265000000000	    713.878200000000	  10290.000000000000	      0.000000000000	      2.019443352121	      0.341110674182	      0.089395726832	      0.449600209726
714.104200	   93	  45819.000000000000	  22873.000000000000	   7784.000000000000	   1870.000000000000	    715.503000000000	    714.104200000000	  10202.000000000000	      0.000000000000	      2.003191535872	      0.340313907227	      0.081755781926	      0.446028068028
714.317700	   94	  45468.000000000000	  22872.000000000000	   7753.000000000000	   1827.000000000000	    715.714000000000	    714.317700000000	  10114.000000000000	      0.000000000000	      1.987932843652	      0.338973417279	      0.079879328437	      0.442200069955
714.550500	   95	  45162.000000000000	  22863.000000000000	   7725.000000000000	   1988.000000000000	    715.966000000000	    714.550500000000	  10026.000000000000	      0.000000000000	      1.975331321349	      0.337882167695	      0.086952718366	      0.438525127936
714.758900	   96	  44839.000000000000	  22849.000000000000	   7663.000000000000	   2099.000000000000	    716.171000000000	    714.758900000000	   9900.000000000000	      0.000000000000	      1.962405356908	      0.335375727603	      0.091863976542	      0.433279355770
714.994000	   97	  44579.000000000000	  22848.000000000000	   7631.000000000000	   1933.000000000000	    716.401000000000	    714.994000000000	   9849.000000000000	      0.000000000000	      1.951111694678	      0.333989845938	      0.084602591036	      0.431066176471
715.206400	   98	  44324.000000000000	  22840.000000000000	   7608.000000000000	   1817.000000000000	    716.616000000000	    715.206400000000	   9742.000000000000	      0.000000000000	      1.940630472855	      0.333099824869	      0.079553415061	      0.426532399299
715.422200	   99	  44093.000000000000	  22834.000000000000	   7569.000000000000	   1906.000000000000	    716.856000000000	    715.422200000000	   9667.000000000000	      0.000000000000	      1.931023911711	      0.331479372865	      0.083472015416	      0.423359901901
715.615700	  100	  43876.000000000000	  22824.000000000000	   7527.000000000000	   2082.000000000000	    717.055000000000	    715.615700000000	   9546.000000000000	      0.000000000000	      1.922362425517	      0.329784437434	      0.091219768665	      0.418243953733
715.825800	  101	  43679.000000000000	  22821.000000000000	   7516.000000000000	   2025.000000000000	    717.323000000000	    715.825800000000	   9486.000000000000	      0.000000000000	      1.913982735200	      0.329345778011	      0.088734060734	      0.415669777836
716.010900	  102	  43433.000000000000	  22798.000000000000	   7489.000000000000	   1842.000000000000	    717.532000000000	    716.010900000000	   9399.000000000000	      0.000000000000	      1.905123256426	      0.328493727520	      0.080796561102	      0.412273006404
716.215900	  103	  43232.000000000000	  22797.000000000000	   7479.000000000000	   1827.000000000000	    717.758000000000	    716.215900000000	   9306.000000000000	      0.000000000000	      1.896389875861	      0.328069482827	      0.080142123964	      0.408211606790
716.403400	  104	  43029.000000000000	  22792.000000000000	   7464.000000000000	   2038.000000000000	    718.012000000000	    716.403400000000	   9218.000000000000	      0.000000000000	      1.887899262899	      0.327483327483	      0.089417339417	      0.404440154440
716.595800	  105	  42841.000000000000	  22790.000000000000	   7451.000000000000	   2096.000000000000	    718.201000000000	    716.595800000000	   9159.000000000000	      0.000000000000	      1.879815708644	      0.326941641071	      0.091970162352	      0.401886792453
716.780300	  106	  42698.000000000000	  22794.000000000000	   7464.000000000000	   1910.000000000000	    718.424000000000	    716.780300000000	   9057.000000000000	      0.000000000000	      1.873212248837	      0.327454593314	      0.083793980872	      0.397341405633
716.980400	  107	  42540.000000000000	  22789.000000000000	   7470.000000000000	   1789.000000000000	    718.652000000000	    716.980400000000	   8988.000000000000	      0.000000000000	      1.866690069771	      0.327789723112	      0.078502786432	      0.394400807407
717.144700	  108	  42414.000000000000	  22790.000000000000	   7462.000000000000	   1949.000000000000	    718.874000000000	    717.144700000000	   8957.000000000000	      0.000000000000	      1.861079420799	      0.327424308907	      0.085519964897	      0.393023255814
717.332700	  109	  42301.000000000000	  22786.000000000000	   7447.000000000000	   2100.000000000000	    719.128000000000	    717.332700000000	   8868.000000000000	      0.000000000000	      1.856446941104	      0.326823488107	      0.092161853770	      0.389186342491
717.505800	  110	  42224.000000000000	  22774.000000000000	   7457.000000000000	   1993.000000000000	    719.364000000000	    717.505800000000	   8792.000000000000	      0.000000000000	      1.854044085360	      0.327434794063	      0.087512075173	      0.386054272416
717.707900	  111	  42224.000000000000	  22773.000000000000	   7500.000000000000	   1828.000000000000	    719.547000000000	    717.707900000000	   8734.000000000000	      0.000000000000	      1.854125499495	      0.329337373205	      0.080270495763	      0.383524349010
717.884400	  112	  42299.000000000000	  22776.000000000000	   7572.000000000000	   1848.000000000000	    719.776000000000	    717.884400000000	   8714.000000000000	      0.000000000000	      1.857174218476	      0.332455216017	      0.081138040042	      0.382595714787
718.102300	  113	  42519.000000000000	  22784.000000000000	   7597.000000000000	   2055.000000000000	    719.998000000000	    718.102300000000	   8692.000000000000	      0.000000000000	      1.866178019663	      0.333435744382	      0.090194873596	      0.381495786517
