 &SRS
 SRSRUN=236465,SRSDAT=2021124,SRSTIM=25234,
 SRSSTN='Bran',SRSPRJ='I06-1   ',SRSEXP='Emulator',
 SRSTLE='                                                            ',
 SRSCN1='        ',SRSCN2='        ',SRSCN3='        ',
<MetaDataAtStart>
command=scan fastEnergy 0.0 199.0 1.0 fesData 0 1
date='Wed Feb 24 14:52:34 2021'
beamenergy=3.00088048082
ringcurrent=300.955402813
iddgap=36.38535
iddtrp=-22.426
iddbrp=-22.426
idugap=100.0
idutrp=0.0
idubrp=0.0
pugap=155.004
pgmpitch=88.2676105484
pgmgratpitch=87.5558557257
cff=2.25
grating=400
pgmenergy=694.6659
denergy=694.666
uenergy=694.666
s1xgap=1.497
s1ygap=1.496
m1x=-5.0
m1pitch=-8509.0
m1qg=0.0765
m6x=3.0
m6yaw=-247.0
m6pitch=-10910.0
m6qg=0.0234
m7x=-1.4
m7pitch=6949.0
m7qg=7.3758
d9y=-16.000026
d10y=6.003
d11y=2.9
s6x=1.5147
s6xgap=1500.0
s6y=8.4887
s6ygap=20.068
iamp12_gain=10^7 V/A
magx=0.0
magy=0.0
magz=6.0
scmx=0.0
scmy=-4.0
scmth=3e-05
Tsample_mag=1.9
amp_scm_gain=5.0
amp_XABS_gain=6.0
amp_DDIFF_gain=5.0
m7y=-19.1
</MetaDataAtStart>
 &END
fastEnergy	pIndex	C1	C2	C3	C4	iddenergy	pgmenergy	C5	C6	idio	ifio	ifioft	ifiofb
700.641500	   27	  36868.000000000000	  22201.000000000000	   4701.000000000000	   1911.000000000000	    701.265000000000	    700.641500000000	   5694.000000000000	      0.000000000000	      1.660645916851	      0.211747218594	      0.086077203730	      0.256474933562
700.838300	   28	  36852.000000000000	  22189.000000000000	   4701.000000000000	   2073.000000000000	    701.494000000000	    700.838300000000	   5707.000000000000	      0.000000000000	      1.660822930281	      0.211861733291	      0.093424669881	      0.257199513272
701.032100	   29	  36887.000000000000	  22206.000000000000	   4715.000000000000	   1993.000000000000	    701.710000000000	    701.032100000000	   5690.000000000000	      0.000000000000	      1.661127623165	      0.212330000901	      0.089750517878	      0.256237053049
701.227100	   30	  36951.000000000000	  22228.000000000000	   4722.000000000000	   1844.000000000000	    701.937000000000	    701.227100000000	   5729.000000000000	      0.000000000000	      1.662362785676	      0.212434766961	      0.082958430808	      0.257737988123
701.432900	   31	  36963.000000000000	  22224.000000000000	   4730.000000000000	   1849.000000000000	    702.164000000000	    701.432900000000	   5748.000000000000	      0.000000000000	      1.663201943844	      0.212832973362	      0.083198344132	      0.258639308855
701.614800	   32	  36987.000000000000	  22226.000000000000	   4708.000000000000	   2039.000000000000	    702.394000000000	    701.614800000000	   5774.000000000000	      0.000000000000	      1.664132097543	      0.211823989922	      0.091739404301	      0.259785836408
701.816200	   33	  37005.000000000000	  22238.000000000000	   4748.000000000000	   2071.000000000000	    702.609000000000	    701.816200000000	   5799.000000000000	      0.000000000000	      1.664043529094	      0.213508409030	      0.093128878496	      0.260769853404
702.003400	   34	  37018.000000000000	  22231.000000000000	   4743.000000000000	   1887.000000000000	    702.839000000000	    702.003400000000	   5806.000000000000	      0.000000000000	      1.665152264855	      0.213350726463	      0.084881471819	      0.261166839099
702.217400	   35	  37047.000000000000	  22236.000000000000	   4753.000000000000	   1805.000000000000	    703.074000000000	    702.217400000000	   5829.000000000000	      0.000000000000	      1.666082029142	      0.213752473466	      0.081174671704	      0.262142471668
702.417200	   36	  37084.000000000000	  22238.000000000000	   4748.000000000000	   1957.000000000000	    703.267000000000	    702.417200000000	   5843.000000000000	      0.000000000000	      1.667596006835	      0.213508409030	      0.088002518212	      0.262748448601
702.642700	   37	  37122.000000000000	  22256.000000000000	   4784.000000000000	   2096.000000000000	    703.511000000000	    702.642700000000	   5892.000000000000	      0.000000000000	      1.667954708843	      0.214953271028	      0.094176851186	      0.264737598850
702.840600	   38	  37175.000000000000	  22256.000000000000	   4793.000000000000	   1970.000000000000	    703.731000000000	    702.840600000000	   5934.000000000000	      0.000000000000	      1.670336089145	      0.215357656362	      0.088515456506	      0.266624730410
703.093700	   39	  37211.000000000000	  22254.000000000000	   4800.000000000000	   1802.000000000000	    703.946000000000	    703.093700000000	   5983.000000000000	      0.000000000000	      1.672103891435	      0.215691561068	      0.080974206884	      0.268850543722
703.313600	   40	  37245.000000000000	  22262.000000000000	   4833.000000000000	   1866.000000000000	    704.196000000000	    703.313600000000	   6034.000000000000	      0.000000000000	      1.673030275806	      0.217096397449	      0.083819962268	      0.271044829755
703.558200	   41	  37323.000000000000	  22267.000000000000	   4833.000000000000	   2077.000000000000	    704.415000000000	    703.558200000000	   6087.000000000000	      0.000000000000	      1.676157542552	      0.217047648987	      0.093277046751	      0.273364171195
703.779900	   42	  37408.000000000000	  22266.000000000000	   4847.000000000000	   2060.000000000000	    704.624000000000	    703.779900000000	   6186.000000000000	      0.000000000000	      1.680050300907	      0.217686158268	      0.092517740052	      0.277822689302
704.023900	   43	  37442.000000000000	  22254.000000000000	   4850.000000000000	   1835.000000000000	    704.872000000000	    704.023900000000	   6284.000000000000	      0.000000000000	      1.682484047812	      0.217938348162	      0.082457086366	      0.282376202031
704.252500	   44	  37580.000000000000	  22270.000000000000	   4907.000000000000	   1829.000000000000	    705.082000000000	    704.252500000000	   6417.000000000000	      0.000000000000	      1.687471935339	      0.220341266278	      0.082128423889	      0.288145487203
704.496300	   45	  37750.000000000000	  22280.000000000000	   4944.000000000000	   2019.000000000000	    705.307000000000	    704.496300000000	   6588.000000000000	      0.000000000000	      1.694344703770	      0.221903052065	      0.090619389587	      0.295691202873
704.711800	   46	  37895.000000000000	  22280.000000000000	   4982.000000000000	   2103.000000000000	    705.531000000000	    704.711800000000	   6781.000000000000	      0.000000000000	      1.700852782765	      0.223608617594	      0.094389587074	      0.304353680431
704.940400	   47	  38111.000000000000	  22279.000000000000	   5046.000000000000	   1905.000000000000	    705.754000000000	    704.940400000000	   7051.000000000000	      0.000000000000	      1.710624354774	      0.226491314691	      0.085506530814	      0.316486377306
705.145800	   48	  38487.000000000000	  22288.000000000000	   5121.000000000000	   1798.000000000000	    705.984000000000	    705.145800000000	   7417.000000000000	      0.000000000000	      1.726803661163	      0.229764895908	      0.080671213209	      0.332779971285
705.375700	   49	  39209.000000000000	  22288.000000000000	   5251.000000000000	   1916.000000000000	    706.206000000000	    705.375700000000	   7956.000000000000	      0.000000000000	      1.759197774587	      0.235597631012	      0.085965541996	      0.356963388370
705.571600	   50	  40511.000000000000	  22294.000000000000	   5447.000000000000	   2103.000000000000	    706.435000000000	    705.571600000000	   8782.000000000000	      0.000000000000	      1.817125684041	      0.244325827577	      0.094330313089	      0.393917646003
705.773200	   51	  42392.000000000000	  22283.000000000000	   5812.000000000000	   1999.000000000000	    706.657000000000	    705.773200000000	  10038.000000000000	      0.000000000000	      1.902436835256	      0.260826639142	      0.089709644123	      0.450477942826
705.957900	   52	  46344.000000000000	  22279.000000000000	   6592.000000000000	   1815.000000000000	    706.885000000000	    705.957900000000	  12200.000000000000	      0.000000000000	      2.080165177970	      0.295884016338	      0.081466852193	      0.547600879752
706.162400	   53	  53035.000000000000	  22283.000000000000	   7693.000000000000	   1860.000000000000	    707.106000000000	    706.162400000000	  14688.000000000000	      0.000000000000	      2.380065520801	      0.345240766504	      0.083471704887	      0.659157205044
706.343600	   54	  59545.000000000000	  22283.000000000000	   8603.000000000000	   2051.000000000000	    707.324000000000	    706.343600000000	  16578.000000000000	      0.000000000000	      2.672216487906	      0.386079073733	      0.092043261679	      0.743975227752
706.546700	   55	  65466.000000000000	  22281.000000000000	   9242.000000000000	   2083.000000000000	    707.554000000000	    706.546700000000	  17708.000000000000	      0.000000000000	      2.938198465060	      0.414792872851	      0.093487724967	      0.794757865446
706.726100	   56	  71181.000000000000	  22277.000000000000	   9748.000000000000	   1877.000000000000	    707.785000000000	    706.726100000000	  18286.000000000000	      0.000000000000	      3.195268662746	      0.437581361943	      0.084257305741	      0.820846613099
706.925800	   57	  76720.000000000000	  22269.000000000000	  10068.000000000000	   1808.000000000000	    708.001000000000	    706.925800000000	  18401.000000000000	      0.000000000000	      3.445147963537	      0.452108312003	      0.081189096951	      0.826305626656
707.132400	   58	  81787.000000000000	  22264.000000000000	  10294.000000000000	   1988.000000000000	    708.219000000000	    707.132400000000	  18150.000000000000	      0.000000000000	      3.673508803450	      0.462360761768	      0.089292130794	      0.815217391304
707.331800	   59	  85064.000000000000	  22272.000000000000	  10346.000000000000	   2107.000000000000	    708.448000000000	    707.331800000000	  17605.000000000000	      0.000000000000	      3.819324712644	      0.464529454023	      0.094603089080	      0.790454382184
707.535000	   60	  87317.000000000000	  22273.000000000000	  10303.000000000000	   1949.000000000000	    708.674000000000	    707.535000000000	  16841.000000000000	      0.000000000000	      3.920307098280	      0.462578009249	      0.087505050959	      0.756117272033
707.737800	   61	  89255.000000000000	  22273.000000000000	  10249.000000000000	   1809.000000000000	    708.908000000000	    707.737800000000	  16134.000000000000	      0.000000000000	      4.007318277735	      0.460153549140	      0.081219413640	      0.724374803574
707.958900	   62	  87856.000000000000	  22288.000000000000	  10217.000000000000	   1891.000000000000	    709.114000000000	    707.958900000000	  15580.000000000000	      0.000000000000	      3.941852117732	      0.458408111989	      0.084843862168	      0.699030868629
708.182300	   63	  84433.000000000000	  22294.000000000000	  10188.000000000000	   2069.000000000000	    709.344000000000	    708.182300000000	  15506.000000000000	      0.000000000000	      3.787252175473	      0.456983941868	      0.092805239078	      0.695523459227
708.389100	   64	  84001.000000000000	  22303.000000000000	  10217.000000000000	   2040.000000000000	    709.573000000000	    708.389100000000	  15579.000000000000	      0.000000000000	      3.766354302112	      0.458099807201	      0.091467515581	      0.698515894723
708.632100	   65	  86555.000000000000	  22309.000000000000	  10253.000000000000	   1892.000000000000	    709.791000000000	    708.632100000000	  15677.000000000000	      0.000000000000	      3.879824286163	      0.459590299879	      0.084808821552	      0.702720874983
708.851800	   66	  91139.000000000000	  22323.000000000000	  10267.000000000000	   1835.000000000000	    710.017000000000	    708.851800000000	  15738.000000000000	      0.000000000000	      4.082739775120	      0.459929220983	      0.082202212964	      0.705012767101
709.078900	   67	  94935.000000000000	  22337.000000000000	  10287.000000000000	   1988.000000000000	    710.255000000000	    709.078900000000	  15580.000000000000	      0.000000000000	      4.250123114116	      0.460536329856	      0.089000313381	      0.697497425796
709.277800	   68	  95918.000000000000	  22316.000000000000	  10167.000000000000	   2092.000000000000	    710.471000000000	    709.277800000000	  15268.000000000000	      0.000000000000	      4.298171715361	      0.455592400072	      0.093744398638	      0.684172790823
709.502600	   69	  93900.000000000000	  22307.000000000000	   9974.000000000000	   1925.000000000000	    710.703000000000	    709.502600000000	  14697.000000000000	      0.000000000000	      4.209440982651	      0.447124221097	      0.086295781593	      0.658851481598
709.699100	   70	  88852.000000000000	  22310.000000000000	   9726.000000000000	   1810.000000000000	    710.912000000000	    709.699100000000	  14003.000000000000	      0.000000000000	      3.982608695652	      0.435948005379	      0.081129538324	      0.627655759749
709.905800	   71	  82625.000000000000	  22304.000000000000	   9479.000000000000	   1932.000000000000	    711.134000000000	    709.905800000000	  13427.000000000000	      0.000000000000	      3.704492467719	      0.424991032999	      0.086621233859	      0.601999641320
710.096800	   72	  76939.000000000000	  22276.000000000000	   9199.000000000000	   2083.000000000000	    711.362000000000	    710.096800000000	  12833.000000000000	      0.000000000000	      3.453896570300	      0.412955647333	      0.093508708924	      0.576090860119
710.307400	   73	  72558.000000000000	  22275.000000000000	   9015.000000000000	   2023.000000000000	    711.590000000000	    710.307400000000	  12311.000000000000	      0.000000000000	      3.257373737374	      0.404713804714	      0.090819304153	      0.552682379349
710.492300	   74	  69220.000000000000	  22271.000000000000	   8816.000000000000	   1855.000000000000	    711.810000000000	    710.492300000000	  11947.000000000000	      0.000000000000	      3.108077769296	      0.395851106821	      0.083292173679	      0.536437519644
710.690500	   75	  66483.000000000000	  22262.000000000000	   8722.000000000000	   1822.000000000000	    712.044000000000	    710.690500000000	  11579.000000000000	      0.000000000000	      2.986389363040	      0.391788698230	      0.081843500135	      0.520123978079
710.868200	   76	  64227.000000000000	  22252.000000000000	   8601.000000000000	   2028.000000000000	    712.264000000000	    710.868200000000	  11368.000000000000	      0.000000000000	      2.886347294625	      0.386527053748	      0.091137875247	      0.510875426928
711.065000	   77	  62395.000000000000	  22252.000000000000	   8515.000000000000	   2101.000000000000	    712.494000000000	    711.065000000000	  11202.000000000000	      0.000000000000	      2.804017616394	      0.382662232608	      0.094418479238	      0.503415423333
711.232500	   78	  60935.000000000000	  22237.000000000000	   8442.000000000000	   1897.000000000000	    712.720000000000	    711.232500000000	  10979.000000000000	      0.000000000000	      2.740252731933	      0.379637541035	      0.085308270000	      0.493726671763
711.414700	   79	  59691.000000000000	  22223.000000000000	   8340.000000000000	   1811.000000000000	    712.930000000000	    711.414700000000	  10858.000000000000	      0.000000000000	      2.686000989965	      0.375286864960	      0.081492147775	      0.488592899249
711.569700	   80	  58614.000000000000	  22211.000000000000	   8258.000000000000	   1929.000000000000	    713.152000000000	    711.569700000000	  10703.000000000000	      0.000000000000	      2.638962676151	      0.371797757868	      0.086848858674	      0.481878348566
711.747900	   81	  57573.000000000000	  22180.000000000000	   8183.000000000000	   2102.000000000000	    713.394000000000	    711.747900000000	  10561.000000000000	      0.000000000000	      2.595716862038	      0.368935978359	      0.094770063120	      0.476149684400
711.922500	   82	  56706.000000000000	  22173.000000000000	   8111.000000000000	   1984.000000000000	    713.600000000000	    711.922500000000	  10398.000000000000	      0.000000000000	      2.557434717900	      0.365805258648	      0.089478194200	      0.468948721418
712.103000	   83	  55911.000000000000	  22160.000000000000	   8015.000000000000	   1794.000000000000	    713.826000000000	    712.103000000000	  10302.000000000000	      0.000000000000	      2.523059566787	      0.361687725632	      0.080956678700	      0.464891696751
712.269300	   84	  55183.000000000000	  22149.000000000000	   7957.000000000000	   1863.000000000000	    714.030000000000	    712.269300000000	  10145.000000000000	      0.000000000000	      2.491444308998	      0.359248724547	      0.084112149533	      0.458034222764
712.457900	   85	  54517.000000000000	  22139.000000000000	   7887.000000000000	   2067.000000000000	    714.266000000000	    712.457900000000	  10018.000000000000	      0.000000000000	      2.462487013867	      0.356249153078	      0.093364650617	      0.452504629839
712.658200	   86	  53883.000000000000	  22133.000000000000	   7815.000000000000	   2062.000000000000	    714.492000000000	    712.658200000000	   9917.000000000000	      0.000000000000	      2.434509555867	      0.353092667058	      0.093164053676	      0.448063976867
712.842800	   87	  53273.000000000000	  22125.000000000000	   7757.000000000000	   1850.000000000000	    714.727000000000	    712.842800000000	   9755.000000000000	      0.000000000000	      2.407819209040	      0.350598870056	      0.083615819209	      0.440903954802
713.039600	   88	  52696.000000000000	  22115.000000000000	   7738.000000000000	   1806.000000000000	    714.922000000000	    713.039600000000	   9651.000000000000	      0.000000000000	      2.382817092471	      0.349898259100	      0.081664028940	      0.436400633054
713.238700	   89	  52169.000000000000	  22107.000000000000	   7681.000000000000	   2003.000000000000	    715.179000000000	    713.238700000000	   9557.000000000000	      0.000000000000	      2.359840774415	      0.347446510155	      0.090604785814	      0.432306509250
713.443200	   90	  51632.000000000000	  22097.000000000000	   7645.000000000000	   2102.000000000000	    715.387000000000	    713.443200000000	   9484.000000000000	      0.000000000000	      2.336606779201	      0.345974566683	      0.095126035208	      0.429198533738
713.655200	   91	  51124.000000000000	  22082.000000000000	   7591.000000000000	   1935.000000000000	    715.605000000000	    713.655200000000	   9401.000000000000	      0.000000000000	      2.315188841590	      0.343764151798	      0.087627932253	      0.425731364913
713.873700	   92	  50694.000000000000	  22088.000000000000	   7592.000000000000	   1800.000000000000	    715.831000000000	    713.873700000000	   9306.000000000000	      0.000000000000	      2.295092357841	      0.343716044911	      0.081492212966	      0.421314741036
714.076400	   93	  50246.000000000000	  22067.000000000000	   7509.000000000000	   1915.000000000000	    716.072000000000	    714.076400000000	   9246.000000000000	      0.000000000000	      2.276974668056	      0.340281868854	      0.086781166448	      0.418996691893
714.310100	   94	  49833.000000000000	  22057.000000000000	   7505.000000000000	   2100.000000000000	    716.314000000000	    714.310100000000	   9159.000000000000	      0.000000000000	      2.259282767375	      0.340254794396	      0.095207870517	      0.415242326699
714.520500	   95	  49467.000000000000	  22045.000000000000	   7443.000000000000	   1996.000000000000	    716.522000000000	    714.520500000000	   9071.000000000000	      0.000000000000	      2.243910183715	      0.337627579950	      0.090542073032	      0.411476525289
714.762400	   96	  49102.000000000000	  22036.000000000000	   7400.000000000000	   1826.000000000000	    716.716000000000	    714.762400000000	   9017.000000000000	      0.000000000000	      2.228262842621	      0.335814122345	      0.082864403703	      0.409194046106
714.959800	   97	  48785.000000000000	  22027.000000000000	   7361.000000000000	   1829.000000000000	    716.964000000000	    714.959800000000	   8913.000000000000	      0.000000000000	      2.214781858628	      0.334180778136	      0.083034457711	      0.404639760294
715.184400	   98	  48498.000000000000	  22016.000000000000	   7343.000000000000	   2047.000000000000	    717.168000000000	    715.184400000000	   8831.000000000000	      0.000000000000	      2.202852470930	      0.333530159884	      0.092977834302	      0.401117369186
715.387900	   99	  48252.000000000000	  22016.000000000000	   7306.000000000000	   2069.000000000000	    717.417000000000	    715.387900000000	   8766.000000000000	      0.000000000000	      2.191678779070	      0.331849563953	      0.093977107558	      0.398164970930
715.608500	  100	  47995.000000000000	  22006.000000000000	   7243.000000000000	   1878.000000000000	    717.660000000000	    715.608500000000	   8658.000000000000	      0.000000000000	      2.180996091975	      0.329137507952	      0.085340361720	      0.393438153231
715.795200	  101	  47804.000000000000	  22002.000000000000	   7238.000000000000	   1793.000000000000	    717.860000000000	    715.795200000000	   8616.000000000000	      0.000000000000	      2.172711571675	      0.328970093628	      0.081492591583	      0.391600763567
716.007000	  102	  47566.000000000000	  21994.000000000000	   7211.000000000000	   1961.000000000000	    718.106000000000	    716.007000000000	   8512.000000000000	      0.000000000000	      2.162680731108	      0.327862144221	      0.089160680186	      0.387014640356
716.189000	  103	  47346.000000000000	  21987.000000000000	   7205.000000000000	   2110.000000000000	    718.316000000000	    716.189000000000	   8429.000000000000	      0.000000000000	      2.153363351071	      0.327693637149	      0.095965797972	      0.383362896257
716.391000	  104	  47124.000000000000	  21973.000000000000	   7199.000000000000	   1951.000000000000	    718.549000000000	    716.391000000000	   8372.000000000000	      0.000000000000	      2.144632048423	      0.327629363310	      0.088790788695	      0.381013061485
716.575300	  105	  46960.000000000000	  21981.000000000000	   7190.000000000000	   1788.000000000000	    718.739000000000	    716.575300000000	   8311.000000000000	      0.000000000000	      2.136390519085	      0.327100677858	      0.081342978026	      0.378099267549
716.763000	  106	  46820.000000000000	  21981.000000000000	   7184.000000000000	   1890.000000000000	    719.000000000000	    716.763000000000	   8292.000000000000	      0.000000000000	      2.130021382103	      0.326827714845	      0.085983349256	      0.377234884673
716.938500	  107	  46663.000000000000	  21975.000000000000	   7191.000000000000	   2064.000000000000	    719.204000000000	    716.938500000000	   8246.000000000000	      0.000000000000	      2.123458475540	      0.327235494881	      0.093924914676	      0.375244596132
717.134900	  108	  46538.000000000000	  21975.000000000000	   7184.000000000000	   2039.000000000000	    719.449000000000	    717.134900000000	   8180.000000000000	      0.000000000000	      2.117770193402	      0.326916951081	      0.092787258248	      0.372241183163
717.307900	  109	  46438.000000000000	  21961.000000000000	   7226.000000000000	   1844.000000000000	    719.641000000000	    717.307900000000	   8162.000000000000	      0.000000000000	      2.114566731934	      0.329037839807	      0.083967032467	      0.371658849779
717.505600	  110	  46428.000000000000	  21962.000000000000	   7248.000000000000	   1828.000000000000	    719.891000000000	    717.505600000000	   8150.000000000000	      0.000000000000	      2.114015117020	      0.330024587925	      0.083234678080	      0.371095528640
717.683100	  111	  46516.000000000000	  21959.000000000000	   7328.000000000000	   2007.000000000000	    720.100000000000	    717.683100000000	   8199.000000000000	      0.000000000000	      2.118311398515	      0.333712828453	      0.091397604627	      0.373377658363
717.883700	  112	  46743.000000000000	  21964.000000000000	   7436.000000000000	   2090.000000000000	    720.336000000000	    717.883700000000	   8249.000000000000	      0.000000000000	      2.128164268803	      0.338553997450	      0.095155709343	      0.375569113094
718.075200	  113	  47163.000000000000	  21965.000000000000	   7591.000000000000	   1906.000000000000	    720.541000000000	    718.075200000000	   8417.000000000000	      0.000000000000	      2.147188709310	      0.345595265195	      0.086774413840	      0.383200546324
